LICENSE NUMBER,LICENSEE NAME,BUSINESS NAME,LICENSE TYPE,ACTIVE,COUNTY,Retail Delivery,Medical Grade,Hemp
020 10094753EC2,"45th Latitude, LLC",45th Latitude,Recreational Producer,Yes,Clackamas,,,
020 10094844EA2,Utokia Farms LLC,Utokia Farms,Recreational Producer,Yes,Clackamas,,,
020 100956355CD,the green room northwest llc,the green room northwest llc,Recreational Producer,Yes,Clackamas,,,
020 1009571604A,Sleepy Owl Gardens LLC,Unicorn Valley Farms PDX,Recreational Producer,Yes,Clackamas,,,
060 100982330B3,"Oregon Processing Solutions, LLC",Oregon Processing Solutions,Recreational Wholesaler,Yes,Clackamas,,,
020 1009833F0C2,Roots Rock LLC,Roots Rock LLC,Recreational Producer,Yes,Clackamas,,,
030 1009885E122,"45th Latitude, LLC",45th Latitude,Recreational Processor,Yes,Clackamas,,,
020 1009920D848,GUO 168 LLC,Guo 168 LLC,Recreational Producer,Yes,Clackamas,,,
020 1010000144F,DaveFu LLC,DaveFu Farms,Recreational Producer,Yes,Clackamas,,,
020 101069303D2,PORT FRONT LLC,PORT FRONT ,Recreational Producer,Yes,Clackamas,,,
050 101070561E6,Sunnyside Retail Investments Inc.,Electric Lettuce Sunnyside,Recreational Retailer,Yes,Clackamas,,,
020 1010811700D,Clover Cloud LLC,Clover Cloud,Recreational Producer,Yes,Clackamas,,,
060 10108279225,"Cook Investments Northwest Oregon, LLC",Buddies Distribution,Recreational Wholesaler,Yes,Clackamas,,,
050 10109253AEE,"Nectar Markets, LLC","Nectar Markets, LLC",Recreational Retailer,Yes,Clackamas,,,
030 1011019FF54,Elevate Holdings LLC,Enjoy Brands,Recreational Processor,Yes,Clackamas,,,
020 1011151FF9C,TFF Inc.,Three Finger Farms,Recreational Producer,Yes,Clackamas,,,
060 101260859A4,Elevate Holdings LLC,Enjoy Brands,Recreational Wholesaler,Yes,Clackamas,,,
050 101338246B5,"Verta-Go Ventures, LLC",Top Hat Express,Recreational Retailer,Yes,Clackamas,,,
020 1013476B752,"15 Rivers LLC / SG Management, LLC",Phenix Farms,Recreational Producer,,Clackamas,,,
020 1000531377C,Shweeash Bamboo,Shweeash Bamboo LLC,Recreational Producer,Yes,Clatsop,,,
020 100056600F3,AJC Greenworks LLC,GREENWORKS FARMS,Recreational Producer,Yes,Clatsop,,,
050 10020483760,SSCN Inc,cannabis nation,Recreational Retailer,Yes,Clatsop,,Yes,
050 10025514D43,G. O. Enterprises LLC,Sweet Relief Natural Medicine,Recreational Retailer,Yes,Clatsop,,Yes,
050 10032308C80,"Hi Distributing, LLC",hi Casual Cannabis,Recreational Retailer,Yes,Clatsop,Yes,Yes,
050 100329951CD,"Nature's Choice Alternative Medicine, LLC",Natures Choice Alternative Medicine LLC,Recreational Retailer,Yes,Clatsop,Yes,Yes,
050 1003848FDBD,"SM Mystic Roots, LLC",Mystic Roots,Recreational Retailer,Yes,Clatsop,Yes,Yes,
050 1004244CF83,Tsunami Marijuana LLC,Tsunami Marijuana LLC,Recreational Retailer,Yes,Clatsop,Yes,Yes,
050 1004346113D,"Astoria Retail, LLC",Mr. Nice Guy Astoria,Recreational Retailer,Yes,Clatsop,Yes,Yes,
020 10043849DDB,Astoria Farms LLC,Astoria Farms,Recreational Producer,Yes,Clatsop,,,
050 1004580125D,"Dispenserve, LLC",Oasis Cannabis,Recreational Retailer,Yes,Clatsop,Yes,Yes,
050 1004691B5CD,Steven Geiger & Yvette Geiger,Highway 420,Recreational Retailer,Yes,Clatsop,,Yes,
020 1004868DD4A,Philip Hutson - Kelly Hutson,Pacific Wave,Recreational Producer,Yes,Clatsop,,,
020 1004956FBC5,Jan-Michael Roberts/Heidi Roberts,Salmon Creek Growers,Recreational Producer,Yes,Clatsop,,,
050 10051024930,Canna Beach Junction,Canna Beach Junction,Recreational Retailer,Yes,Clatsop,Yes,Yes,
050 1005476C213,"Tidewater Retail, Inc.",Five Zero Trees,Recreational Retailer,Yes,Clatsop,,Yes,
050 1005737494D,Tidepool Cannon Beach Inc,Five Zero Trees,Recreational Retailer,Yes,Clatsop,,,
020 1006819C825,Goonie Farms INC,Goonie Farm,Recreational Producer,Yes,Clatsop,,,
050 1007581CF85,JCCD LLC,HASHSTORIA,Recreational Retailer,Yes,Clatsop,,,
020 1008081A7F3,G.O. Farms LLC,Sticky Farms,Recreational Producer,Yes,Clatsop,,,
050 10083622BC7,G. O. Enterprises LLC,Sweet Relief Gearhart,Recreational Retailer,Yes,Clatsop,,,
020 100839181FF,Fresh Garden Holdings LLC,The Farmacy,Recreational Producer,Yes,Clatsop,,,
050 100883848C4,"MNG Holdings, LLC ",Mr. Nice Guy Astoria,Recreational Retailer,Yes,Clatsop,,,
020 10092994964,No Bad Haze LLC,"No Bad Haze, LLC",Recreational Producer,Yes,Clatsop,,,
050 10109648FB8,Fresh Garden Holdings LLC,The Farmacy,Recreational Retailer,Yes,Clatsop,,,
050 10001263A2F,Vernonia's Natural Choice LLC,Vernonia's Natural Choice,Recreational Retailer,Yes,Columbia,,Yes,
020 1000732E2C9,"The Mash Tun, LLC",Beauvert Industries,Recreational Producer,Yes,Columbia,,,
020 100080606F3,Pole Enterprises LLC,Foggy Mountain Farms,Recreational Producer,Yes,Columbia,,,
020 1001630230E,"Vincent Aszman, Jesse Aszman, Wanda Aszman",The Stoney Point,Recreational Producer,Yes,Columbia,,,
020 100195624C8,RAD Nursery Products LLC,"RAD Nursery Products, LLC",Recreational Producer,Yes,Columbia,,,
020 1002399DAFE,Commodious Farms LLC,Commodious Farms LLC,Recreational Producer,Yes,Columbia,,,
050 10025563EE3,G. O. Enterprises LLC,Sweet Relief St. Helens,Recreational Retailer,Yes,Columbia,,Yes,
050 1002710CD3B,Oregon Emerald City LLC,Emerald City Dispensary ,Recreational Retailer,Yes,Columbia,,Yes,
020 1002902578B,YOUNGSONS FLOWER CO. LLC,Youngsons Flower Co,Recreational Producer,Yes,Columbia,,,
050 10029505EC7,SCAPPOOSE21PLUS LLC,Scappoose21plus,Recreational Retailer,Yes,Columbia,,Yes,
050 10032056BC2,Columbia Alternative Medical Center LLC,The Flowershop St. Helens,Recreational Retailer,Yes,Columbia,,,
020 10032698C9D,Portland Core Corp,Portland Core Corp,Recreational Producer,Yes,Columbia,,,
050 1004252574B,"TODAY'S HERBAL CHOICE RAINIER, LLC","TODAY'S HERBAL CHOICE RAINIER, LLC",Recreational Retailer,Yes,Columbia,,Yes,
020 1004453363A,Huggins Gardens LLC,Huggins Gardens LLC,Recreational Producer,Yes,Columbia,,,
020 10053242665,"Yuni Evergreen Enterprises, LLC",Gold Duck 547,Recreational Producer,Yes,Columbia,,,
050 1005553BACC,"Miss Organic, LLC",Green Lion,Recreational Retailer,Yes,Columbia,Yes,Yes,
050 1005805038C,G. O. Enterprises LLC,Sweet Relief Scappoose,Recreational Retailer,Yes,Columbia,Yes,Yes,
020 10061355D18,Mark Davidson / Pamla Davidson,Honeyman Creek Farm,Recreational Producer,Yes,Columbia,,,
020 100646530ED,Helios Pharms LLC,Helios Pharms LLC,Recreational Producer,Yes,Columbia,,,
020 1006571EABB,Oregonic Farms LLC,Oregonic Farms ,Recreational Producer,Yes,Columbia,,,
020 1007523E373,Northwest Artisan Coalition LLC,Northwest Artisan Coalition,Recreational Producer,Yes,Columbia,,,
020 10079224F87,Yance Farms Inc. ,Yance Farms,Recreational Producer,Yes,Columbia,,,
020 100841282AE,Budding Acres LLC,Budding Acres,Recreational Producer,Yes,Columbia,,,
020 100880073FE,OrGroTech LLC,OrGroTech,Recreational Producer,Yes,Columbia,,,
050 10101981FC0,Green Leaf Therapy LLC,Green Leaf Therapy,Recreational Retailer,Yes,Columbia,,,
020 1000607A138,Ag Repair LLC,Ag Repair,Recreational Producer,Yes,Coos,,,
020 10010428B2A,"Rainwater Garden, LLC","Rainwater Garden, LLC",Recreational Producer,Yes,Coos,,,
020 1001162B96B,"Mast Farms, Inc.","Mast Farms, Inc.",Recreational Producer,Yes,Coos,,,
020 10012818020,Farm Grove LLC,"Farm Grove, LLC",Recreational Producer,Yes,Coos,,,
020 10015055786,Mellman LLC,Forbidden Fruit Company,Recreational Producer,Yes,Coos,,,
050 1001818DF86,Pursuit of Happyness LLC,The Pursuits of Happiness,Recreational Retailer,Yes,Coos,Yes,Yes,
020 100186027ED,SOG Farms Inc.,SOG FARMS INC,Recreational Producer,Yes,Coos,,,
020 10021107CF0,The Coos Academy LLC,Coos Academy,Recreational Producer,Yes,Coos,,,
050 10021242DA3,Stonies LLC,Stonies,Recreational Retailer,Yes,Coos,Yes,Yes,
020 10022639AAC,Bruce & Kathleen McGuffin,Bush Bros,Recreational Producer,Yes,Coos,,,
020 1002390E048,"Elk View Enterprises, LLC",Elkview Enterprises,Recreational Producer,Yes,Coos,,,
020 1002744C0A2,Truly Oreganic Farm LLC ,Truly Oreganic,Recreational Producer,Yes,Coos,,,
020 100334573A9,COASTAL GROWERS LLC ,Coastal Growers ,Recreational Producer,Yes,Coos,,,
050 1003361BA17,"HC Retail, Inc.",Herbal Choices,Recreational Retailer,Yes,Coos,,Yes,
050 1003813BCA1,"Gregory Pierce & Linda Pierce, as individuals",Positive Vibrations,Recreational Retailer,Yes,Coos,Yes,,
020 1004124FA4F,"3CI, LLC",By The Sea Growers,Recreational Producer,Yes,Coos,,,
050 1004300A56B,"Pacific Partners RTG, LLC.",Way High 101,Recreational Retailer,Yes,Coos,,,
020 100458842D4,NIghtwood Horticulture Limited ,Nightwood Horticulture Limited,Recreational Producer,Yes,Coos,,,
050 1004819175D,Coastal High Ways LLC,Coastal High Ways,Recreational Retailer,Yes,Coos,,,
020 100483430DA,Top Hill Cannabis LLC,Top Hill Cannabis,Recreational Producer,Yes,Coos,,,
050 1004871D96B,S & S Emporium LLC,S & S Emporium,Recreational Retailer,Yes,Coos,Yes,,
020 1004999B712,Red Coho Ranch LLC,Red Coho Ranch,Recreational Producer,Yes,Coos,,,
020 1005145B8E5,Black Moon Gold LLC,Black Moon Gold,Recreational Producer,Yes,Coos,,,
050 10053170B53,"HC Retail, Inc.",Herbal Choices,Recreational Retailer,Yes,Coos,,Yes,
060 10053215E3A,Hidden Valley Ranch Inc.,Herbal Choices,Recreational Wholesaler,Yes,Coos,,,
020 10053597C42,Spherop LLC,Spherop,Recreational Producer,Yes,Coos,,,
030 10053608F31,Spherop LLC,Spherop,Recreational Processor,Yes,Coos,,,
020 1005723D77C,"F & J's Farm, LLC",F & J's Farm,Recreational Producer,Yes,Coos,,,
020 1005835436F,Trizzy's Trees LLC,Trizzy's Trees,Recreational Producer,Yes,Coos,,,
030 10061133A4B,Oregon CO2 LLC,Bandits Oil MFG. ,Recreational Processor,Yes,Coos,,,
020 10064013B09,"The Chipper Chicken, LLC ",The Chipper Chicken ,Recreational Producer,Yes,Coos,,,
020 100644400E8,SKUNKY CANNABIS LLC,Skunky Cannabis,Recreational Producer,Yes,Coos,,,
060 1006624C11D,Spherop LLC,Spherop,Recreational Wholesaler,Yes,Coos,,,
020 100679575E6,Heller Century Farm LLC,Heller Century Farm LLC,Recreational Producer,Yes,Coos,,,
050 10073803B80,"Crowded House, LLC",Bahama Buds,Recreational Retailer,Yes,Coos,,,
020 10075897E18,White Hat Farms LLC,Light Hat Farms,Recreational Producer,Yes,Coos,,,
050 100807035DC,King Kannabis LLC,King Kannabis,Recreational Retailer,Yes,Coos,,,
050 1008397EF81,"MNG Holdings, LLC ",Mr. Nice Guy,Recreational Retailer,Yes,Coos,,,
050 10084881C6D,Cody Howard,Natural High,Recreational Retailer,Yes,Coos,,,
050 1009278EFBC,Rooted Coast Cannabis LLC,Rooted Coast Cannabis,Recreational Retailer,Yes,Coos,,,
030 100948825B7,Landons Dream LLC,Landons Dream,Recreational Processor,Yes,Coos,,,
050 100977881FD,Rosa Land And Timber LLC,Herbal Choices ,Recreational Retailer,Yes,Coos,,,
050 101122730F7,BUDS4U LLC,Buds 4 U,Recreational Retailer,Yes,Coos,,,
050 10011855BAC,"High Tide Wellness Center, LLC ",High Tide Wellness Center,Recreational Retailer,Yes,Curry,Yes,Yes,
020 1003033593A,"Rogue Coast Growers, LLC",Rogue Coast Growers,Recreational Producer,Yes,Curry,,,
050 1003493E0C7,"Sockeye Farms, LLC",Club Sockeye,Recreational Retailer,Yes,Curry,Yes,Yes,
020 10036798B31,Christopher Swick / Thayne Groff,Top of the Mountain,Recreational Producer,Yes,Curry,,,
020 100418847B7,Prospector Gardens LLC,Prospector Gardens LLC,Recreational Producer,Yes,Curry,,,
050 10047520A20,Smart Choice Investments LLC,World Famous Top Shelf Cannabis,Recreational Retailer,Yes,Curry,Yes,,
050 1005050D2DA,West Coast Organics LLC,West Coast Organics,Recreational Retailer,Yes,Curry,Yes,Yes,
050 10052669AAA,Stateline Cannabis LLC,Stateline Cannabis,Recreational Retailer,Yes,Curry,Yes,Yes,
050 1005289B539,Buddha's Wellness Center LLC,Buddha's Wellness Center LLC,Recreational Retailer,Yes,Curry,,Yes,
020 1005293A96A,SeaWeedz LLC,SeaWeedz ,Recreational Producer,Yes,Curry,,,
050 10054414005,BUD BROS LLC,BUD BROS LLC,Recreational Retailer,Yes,Curry,Yes,Yes,
020 10055014202,Madden Butte Farm LLC,Madden Butte Farm LLC,Recreational Producer,Yes,Curry,,,
020 10059989D5E,William Huston / Enelda Huston,Coastal Highs,Recreational Producer,Yes,Curry,,,
020 100666035F9,Jasmine Dansby,Wonderland Producers,Recreational Producer,Yes,Curry,,,
050 10067366FA8,Stateline Cannabis LLC,BudMart,Recreational Retailer,Yes,Curry,Yes,Yes,
050 10068296AF9,"Tryke City, LLC","Tryke City, LLC",Recreational Retailer,Yes,Curry,,,
050 100825128A0,South Coast Dispensaries and More LLC,South Coast Dispensaries and More,Recreational Retailer,Yes,Curry,Yes,,
030 1008960079A,Chris Swick/Adam Ashworth,Chetco Distilling Company,Recreational Processor,Yes,Curry,,,
050 10000590807,"Diamond Tree, Inc",DiamondTREE,Recreational Retailer,Yes,Deschutes,,Yes,
050 1000071214D,"Diamond Tree, Inc",DiamondTREE,Recreational Retailer,Yes,Deschutes,,Yes,
020 1000178360F,"Tumalo Blooming Farms, LLC",Tumalo Blooming Farms LLC,Recreational Producer,Yes,Deschutes,,,
020 10001818A8B,"GXO, Incorporated ",Green Cross Specialties,Recreational Producer,Yes,Deschutes,,,
050 100033994A3,Dr. Jolly's LLC,Dr. Jolly's,Recreational Retailer,Yes,Deschutes,Yes,Yes,
050 1000360C340,"Tokyo Starfish, Inc.",Tokyo Starfish,Recreational Retailer,Yes,Deschutes,,Yes,
050 1000391EED7,De Amsterdam ,The Herb Center,Recreational Retailer,Yes,Deschutes,Yes,,
050 1000612D4EB,Agronomy LLC,Oregon Euphorics,Recreational Retailer,Yes,Deschutes,,Yes,
020 10006144415,TG Industries LLC,TG Industries LLC,Recreational Producer,Yes,Deschutes,,,
050 10008384059,"Miracle Greens, Inc",Miracle Greens,Recreational Retailer,Yes,Deschutes,Yes,Yes,
050 10015185A66,High Grade Organics Incorporated,High Grade Organics,Recreational Retailer,Yes,Deschutes,Yes,Yes,
020 1001958746A,"AG-X, LLC",Deschutes Growery,Recreational Producer,Yes,Deschutes,,,
020 10020239905,"Hug, INC",Hug Farms,Recreational Producer,Yes,Deschutes,,,
020 1002097E7EA,Golden Jasmine LLC,"Ruby Farms USA, Bend, OR",Recreational Producer,Yes,Deschutes,,,
020 10021275EBE,Harmony Holdings LLC,"Ruby Farms USA, Bend, OR",Recreational Producer,Yes,Deschutes,,,
020 1002131ADC5,Alfalfa Valley Farms LLC / Plantae Extracts LLC,Alfalfa Valley Farms,Recreational Producer,Yes,Deschutes,,,
020 100214998BA,2HD AG LLC,2HD AG,Recreational Producer,Yes,Deschutes,,,
030 100216401B3,Pacific Enterprise Holdings LLC,Oregrown,Recreational Processor,Yes,Deschutes,,,
020 100216952C6,"Entrus Resource Group, LLC",The Vth Farms,Recreational Producer,Yes,Deschutes,,,
020 10021828E2E,Pacific Enterprise Holdings LLC,Oregrown,Recreational Producer,Yes,Deschutes,,,
050 10022589CE7,DH Wholesale LLC/ Plantae Health Care LLC,Plantae,Recreational Retailer,Yes,Deschutes,Yes,Yes,
050 10027156F6D,"Cannabend, LLC",Cannabend,Recreational Retailer,Yes,Deschutes,Yes,Yes,
020 100271784DB,Hebert Marketing Group LLC,Dr. Jolly's,Recreational Producer,Yes,Deschutes,,,
030 1002801EE73,NUTRITIONAL HIGH (Oregon) LLC,Nutritional High,Recreational Processor,Yes,Deschutes,,,
060 100286854CA,"Hug, INC",Hug Farms,Recreational Wholesaler,Yes,Deschutes,,,
030 10029992F83,Golden Jasmine LLC,"Ruby Farms USA, Bend, OR",Recreational Processor,Yes,Deschutes,,,
020 100310465D8,"Pangaea Organics, LLC","Pangaea Organics, LLC",Recreational Producer,Yes,Deschutes,,,
050 1003223A2E0,"Creative Crops Rec, LLC",Creative Crops Rec,Recreational Retailer,Yes,Deschutes,Yes,Yes,
030 10033237763,Sacred Herb Medicinals Inc,Sacred Herb Medicinals Inc,Recreational Processor,Yes,Deschutes,,,
030 10034345774,Hebert Marketing Group LLC,Dr. Jolly's,Recreational Processor,Yes,Deschutes,,,
050 10035451904,"DOWNTOWN BEND FLAGSHIP, INC.",Oregrown,Recreational Retailer,Yes,Deschutes,Yes,Yes,
010 10035537931,Juniper Analytics LLC,Juniper Analytics,Laboratory,Yes,Deschutes,,,
030 10036347E71,"GXO, Incorporated ",Green Cross Specialties,Recreational Processor,Yes,Deschutes,,,
030 1003665D56A,"Pangaea Organics, LLC","Pangaea Organics, LLC",Recreational Processor,Yes,Deschutes,,,
020 10038826AE1,NW Kind LLC,NW Kind,Recreational Producer,Yes,Deschutes,,,
030 1003919CE3E,NW Kind LLC,NW Kind,Recreational Processor,Yes,Deschutes,,,
060 10039200B2A,NW Kind LLC,NW Kind,Recreational Wholesaler,Yes,Deschutes,,,
050 1003951867F,TSM LLC  (Top Shelf Medicine),Top Shelf Medicine,Recreational Retailer,Yes,Deschutes,,,
050 1004132F2CF,"High Desert Equity Partners, Inc",The Local Market,Recreational Retailer,Yes,Deschutes,,,
020 10044204516,Green Fresh Farms,Bend Bud Company,Recreational Producer,Yes,Deschutes,,,
050 10044623308,"JENNY'S OF OREGON I, INC.",Jenny's Dispensary,Recreational Retailer,Yes,Deschutes,,Yes,
050 10044860EA3,"Bloom Well, Inc.",Substance,Recreational Retailer,Yes,Deschutes,Yes,Yes,
050 1004487C310,"Bloom Well, Inc.",Substance,Recreational Retailer,Yes,Deschutes,Yes,Yes,
050 10045287738,"Agricultural Resource Services, LLC",5th LMNT,Recreational Retailer,Yes,Deschutes,Yes,,
060 1004571CE47,"Agricultural Resource Services, LLC",Packs Distributors,Recreational Wholesaler,Yes,Deschutes,,,
030 1004593C880,Magic Number LLC,Magic Number,Recreational Processor,Yes,Deschutes,,,
030 1004704317D,"High Desert Pure, LLC. and Nimble Development Inc.",High Desert Pure,Recreational Processor,Yes,Deschutes,,,Yes
030 10047760108,CHC Laboratories LLC,Lunchbox Alchemy,Recreational Processor,Yes,Deschutes,,Yes,Yes
030 1004829363D,Gourmet Confections LLC,Delta 9 Confections,Recreational Processor,Yes,Deschutes,,,
050 10050484E34,Constellation Holdings LLC,Cannabis Nation Sunriver,Recreational Retailer,Yes,Deschutes,,,
020 10051050044,New Frontier LLC,Virgin Cannabis,Recreational Producer,Yes,Deschutes,,,
060 1005118BE4F,DH Wholesale LLC/ Plantae Health Care LLC,DH Wholesale ,Recreational Wholesaler,Yes,Deschutes,,,
050 100516333C2,"Tokyo Starfish South, Inc.",Tokyo South,Recreational Retailer,Yes,Deschutes,Yes,Yes,
020 1005221E03A,"Pioneer Farms, LLC","Pioneer Farms, LLC",Recreational Producer,Yes,Deschutes,,,
030 10052226693,541 and Beyond LLC,Calyx Crafts,Recreational Processor,Yes,Deschutes,,,
060 100543699C3,"Bloom Well, Inc.",Bloom Well Wholesale,Recreational Wholesaler,Yes,Deschutes,,Yes,
020 1005521A1FA,DJJ Logistics LLC,Volcanna Farms,Recreational Producer,Yes,Deschutes,,,
030 10055945F2D,"Total Living Organic Farms, LLC.",Orgone ,Recreational Processor,Yes,Deschutes,,,
020 10055951ED8,"Total Living Organic Farms, LLC.",Tumalo Living Organic Farms,Recreational Producer,Yes,Deschutes,,,
020 10060763758,Rockchuck & Juniper LLC,Smith Rock Cannabis Company,Recreational Producer,Yes,Deschutes,,,
030 100615233F9,HCR Processing LLC,Aardvark Extracts,Recreational Processor,Yes,Deschutes,,Yes,
050 10061656460,High Desert Botanicals LLC,High Desert Botanicals,Recreational Retailer,Yes,Deschutes,,,
050 1006553111A,"Green Knottz, LLC",Green Knottz,Recreational Retailer,Yes,Deschutes,,,
020 10070679818,"Choice Farms, Inc. ",Choice Farms,Recreational Producer,Yes,Deschutes,,,
020 100710006B7,Synergy Concepts LLC,SYNERGY CONCEPTS LLC,Recreational Producer,Yes,Deschutes,,,
020 100731910CB,BM Productions LLC,Black Market Productions,Recreational Producer,Yes,Deschutes,,,
060 10077250DEC,TG Industries LLC,Tokyo Warehouse,Recreational Wholesaler,Yes,Deschutes,,,
060 1007812E12C,Ramio LLC,Ruby Farms USA Bend Oregon,Recreational Wholesaler,Yes,Deschutes,,,
020 1007821AEB3,SGM LLC,Sacred Ground Medicinals,Recreational Producer,Yes,Deschutes,,,
050 1007975177C,"Jordanick, LLC",Higher Elevation,Recreational Retailer,Yes,Deschutes,,,
020 100815612A0,Heco Farms Inc,12/12 INDO,Recreational Producer,Yes,Deschutes,,,
020 10083264623,"Storm 3, LLC",Storm 3,Recreational Producer,Yes,Deschutes,,,
020 1008364A5D1,"Loyal Farms, LLC",Loyal Farms,Recreational Producer,Yes,Deschutes,,,
020 10085847C39,Old School Organic Gardens LLC,Old School Gardens,Recreational Producer,Yes,Deschutes,,,
020 1008794BB8B,DTF Resource LLC,Dog Tired Farms,Recreational Producer,Yes,Deschutes,,,
020 10090845793,NW Kind LLC,NW Kind,Recreational Producer,Yes,Deschutes,,,
050 1009165329F,"Bloom Well, INC",SUBSTANCE,Recreational Retailer,Yes,Deschutes,,,
020 10094066DA8,Harper's Highlands LLC,Harper's Highlands,Recreational Producer,Yes,Deschutes,,,
